period,artifact,dcterms:coverage_temporal,xsd:gDate_earliestStart,xsd:gDate_latestStart,xsd:gDate_earliestEnd,xsd:gDate_latestEnd,skos:CloseMatch,significance,source_name
41WM235,Middle Archaic Period,Marshall Point,3999,,,1999,,0.858,"HESI_140149_Whitestone_Condominiums_TAC_7013.txt"
41WM236,Prehistoric,,,-12550,1690,,,0.008,"HESI_140149_Whitestone_Condominiums_TAC_7013.txt"
41TV541,Prehistoric,,,-12550,1690,,,0.083,"HESI_140191_FM973_Wastewater_Line_TAC_7757.txt"
41TV1655,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.008,"HESI_140191_FM973_Wastewater_Line_TAC_7757.txt"
41TV1627,Prehistoric,,,-12550,1690,,,0.008,"HESI_140191_FM973_Wastewater_Line_TAC_7757.txt"
41TV1630,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.083,"HESI_140191_FM973_Wastewater_Line_TAC_7757.txt"
41TV432,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.008,"HESI_140191_FM973_Wastewater_Line_TAC_7757.txt"
41TV1629,Prehistoric,,,-12550,1690,,,0.075,"HESI_140191_FM973_Wastewater_Line_TAC_7757.txt"
41TV1635,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.143,"HESI_140191_FM973_Wastewater_Line_TAC_7757.txt"
41TV1635,Prehistoric,,,-12550,1690,,,0.143,"HESI_140191_FM973_Wastewater_Line_TAC_7757.txt"
41TV1650,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.008,"HESI_140191_FM973_Wastewater_Line_TAC_7757.txt"
41TV1427,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.068,"HESI_140191_FM973_Wastewater_Line_TAC_7757.txt"
41TV1629,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.075,"HESI_140191_FM973_Wastewater_Line_TAC_7757.txt"
41TV285,Prehistoric,,,-12550,1690,,,0.008,"HESI_140191_FM973_Wastewater_Line_TAC_7757.txt"
41TV1654,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.083,"HESI_140191_FM973_Wastewater_Line_TAC_7757.txt"
41TV541,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.083,"HESI_140191_FM973_Wastewater_Line_TAC_7757.txt"
41WM1,Prehistoric,,,-12550,1690,,,0.021,"HESI_140262AR_7-Acre_Frontier_Park_Improvement_Project_in_Round_Rock_Williamson_Co_TX_7144_2015.txt"
41WM442,Prehistoric,,,-12550,1690,,,0.872,"HESI_140262AR_7-Acre_Frontier_Park_Improvement_Project_in_Round_Rock_Williamson_Co_TX_7144_2015.txt"
41WM506,Prehistoric,,,-12550,1690,,,0.021,"HESI_140262AR_7-Acre_Frontier_Park_Improvement_Project_in_Round_Rock_Williamson_Co_TX_7144_2015.txt"
41BX474,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.269,"HESI_160062.02 AR_SAWS_E-19_Wastewater_Permit_8068.txt"
41BX294,Prehistoric,,,-12550,1690,,,0.179,"HESI_160062.02 AR_SAWS_E-19_Wastewater_Permit_8068.txt"
41BX305,Prehistoric,,,-12550,1690,,,0.015,"HESI_160062.02 AR_SAWS_E-19_Wastewater_Permit_8068.txt"
41BX1007,Late Prehistoric,,,0750,1150,1690,http://n2t.net/ark:/99152/p0m448vvmv7,0.015,"HESI_160062.02 AR_SAWS_E-19_Wastewater_Permit_8068.txt"
41BX1764,Late Prehistoric,,,0750,1150,1690,http://n2t.net/ark:/99152/p0m448vvmv7,0.015,"HESI_160062.02 AR_SAWS_E-19_Wastewater_Permit_8068.txt"
41BX474,Prehistoric,,,-12550,1690,,,0.269,"HESI_160062.02 AR_SAWS_E-19_Wastewater_Permit_8068.txt"
41BX294,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.179,"HESI_160062.02 AR_SAWS_E-19_Wastewater_Permit_8068.txt"
41BX477,Prehistoric,,,-12550,1690,,,0.015,"HESI_160062.02 AR_SAWS_E-19_Wastewater_Permit_8068.txt"
41BX1927,Prehistoric,,,-12550,1690,,,0.013,"HESI_160119.01AR_SAWS_E-20_Segs._1_&_2_Permit 7934.txt"
41BX2168,Prehistoric,,,-12550,1690,,,0.373,"HESI_160119.01AR_SAWS_E-20_Segs._1_&_2_Permit 7934.txt"
41BX959,Early Archaic,,,-6850,-4050,,http://n2t.net/ark:/99152/p0m448vxj6h,0.013,"HESI_160119.01AR_SAWS_E-20_Segs._1_&_2_Permit 7934.txt"
41BX1766,Prehistoric,,,-12550,1690,,,0.173,"HESI_160119.01AR_SAWS_E-20_Segs._1_&_2_Permit 7934.txt"
41BX949,Archaic,,,-6850,0650,0750,http://n2t.net/ark:/99152/p07fthdxxsh,0.173,"HESI_160119.01AR_SAWS_E-20_Segs._1_&_2_Permit 7934.txt"
41BX353,Prehistoric,,,-12550,1690,,,0.2,"HESI_160119_Wetmore-Union_Pacific_RR_Bypass_TAC_7734.txt"
41HY536,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.139,"HESI_170033_Waterstone_Tract_Permit_7955.txt"
41HY563,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.002,"HESI_170033_Waterstone_Tract_Permit_7955.txt"
41HY539,Clear Fork,,,-2650,-2150,,http://n2t.net/ark:/99152/p0qkjhbf8k8,0.112,"HESI_170033_Waterstone_Tract_Permit_7955.txt"
41HY538,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.073,"HESI_170033_Waterstone_Tract_Permit_7955.txt"
41HY405,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.002,"HESI_170033_Waterstone_Tract_Permit_7955.txt"
41HY545,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.051,"HESI_170033_Waterstone_Tract_Permit_7955.txt"
41HY543,Prehistoric,,,-12550,1690,,,0.068,"HESI_170033_Waterstone_Tract_Permit_7955.txt"
41HY545,Clear Fork,,,-2650,-2150,,http://n2t.net/ark:/99152/p0qkjhbf8k8,0.051,"HESI_170033_Waterstone_Tract_Permit_7955.txt"
41HY541,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.102,"HESI_170033_Waterstone_Tract_Permit_7955.txt"
41HY537,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.115,"HESI_170033_Waterstone_Tract_Permit_7955.txt"
41HY539,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.112,"HESI_170033_Waterstone_Tract_Permit_7955.txt"
41HY436,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.007,"HESI_170033_Waterstone_Tract_Permit_7955.txt"
41HY412,Middle Archaic,,,-4050,-2050,,http://n2t.net/ark:/99152/p0m448v3gsp,0.002,"HESI_170033_Waterstone_Tract_Permit_7955.txt"
41HY426,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.029,"HESI_170033_Waterstone_Tract_Permit_7955.txt"
41HY531,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.002,"HESI_170033_Waterstone_Tract_Permit_7955.txt"
41HY546,Prehistoric,,,-12550,1690,,,0.066,"HESI_170033_Waterstone_Tract_Permit_7955.txt"
41HY546,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.066,"HESI_170033_Waterstone_Tract_Permit_7955.txt"
41HY426,Paleoindian,,-12550,-11050,-7850,-7050,http://n2t.net/ark:/99152/p0m448vx5q4,0.029,"HESI_170033_Waterstone_Tract_Permit_7955.txt"
41HY543,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.068,"HESI_170033_Waterstone_Tract_Permit_7955.txt"
41HY544,Prehistoric,,,-12550,1690,,,0.051,"HESI_170033_Waterstone_Tract_Permit_7955.txt"
41HY545,Prehistoric,,,-12550,1690,,,0.051,"HESI_170033_Waterstone_Tract_Permit_7955.txt"
41HY540,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.095,"HESI_170033_Waterstone_Tract_Permit_7955.txt"
41HY542,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.08,"HESI_170033_Waterstone_Tract_Permit_7955.txt"
41CM302,Prehistoric,,,-12550,1690,,,0.472,"HIX_AS_168_FM-1044_Improvement_from_IH-35_to_Weil_Road,_Comal_and_Guadalupe_Cos_TX_TAC_4246_2007.txt"
41CM301,Prehistoric,,,-12550,1690,,,0.528,"HIX_AS_168_FM-1044_Improvement_from_IH-35_to_Weil_Road,_Comal_and_Guadalupe_Cos_TX_TAC_4246_2007.txt"
41CM302,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.472,"HIX_AS_168_FM-1044_Improvement_from_IH-35_to_Weil_Road,_Comal_and_Guadalupe_Cos_TX_TAC_4246_2007.txt"
41CM301,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.528,"HIX_AS_168_FM-1044_Improvement_from_IH-35_to_Weil_Road,_Comal_and_Guadalupe_Cos_TX_TAC_4246_2007.txt"
41TV541,Middle Archaic,Pedernales Projectile Point,2999,,,1999,,0.025,"HIX_AS_175_NRHP_and_SAL_Eligibility_Testing_of_41TV2162_Travis_Co_TX_TAC_4082_2008.txt"
41WM235,Paleoindian,,-12550,-11050,-7850,-7050,http://n2t.net/ark:/99152/p0m448vx5q4,0.013,"HIX_AS_175_NRHP_and_SAL_Eligibility_Testing_of_41TV2162_Travis_Co_TX_TAC_4082_2008.txt"
41TV2162,Paleoindian,,-12550,-11050,-7850,-7050,http://n2t.net/ark:/99152/p0m448vx5q4,0.785,"HIX_AS_175_NRHP_and_SAL_Eligibility_Testing_of_41TV2162_Travis_Co_TX_TAC_4082_2008.txt"
41TV456,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.025,"HIX_AS_175_NRHP_and_SAL_Eligibility_Testing_of_41TV2162_Travis_Co_TX_TAC_4082_2008.txt"
41TV2162,Early Archaic,,,-6850,-4050,,http://n2t.net/ark:/99152/p0m448vxj6h,0.785,"HIX_AS_175_NRHP_and_SAL_Eligibility_Testing_of_41TV2162_Travis_Co_TX_TAC_4082_2008.txt"
41WM235,Late Prehistoric,,,0750,1150,1690,http://n2t.net/ark:/99152/p0m448vvmv7,0.013,"HIX_AS_175_NRHP_and_SAL_Eligibility_Testing_of_41TV2162_Travis_Co_TX_TAC_4082_2008.txt"
41TV2162,Early Archaic Period,,,-6499,-3599,,http://n2t.net/ark:/99152/p0qkjhb4hmc,0.785,"HIX_AS_175_NRHP_and_SAL_Eligibility_Testing_of_41TV2162_Travis_Co_TX_TAC_4082_2008.txt"
41TV2162,Toyah,,1250,1450,1600,1750,http://n2t.net/ark:/99152/p0qkjhbzth5,0.785,"HIX_AS_175_NRHP_and_SAL_Eligibility_Testing_of_41TV2162_Travis_Co_TX_TAC_4082_2008.txt"
41WM539,Prehistoric,,,-12550,1690,,,0.006,"HIX_AS_175_NRHP_and_SAL_Eligibility_Testing_of_41TV2162_Travis_Co_TX_TAC_4082_2008.txt"
41TV541,Late Archaic I,Pedernales Projectile Point,2999,,,1999,,0.025,"HIX_AS_175_NRHP_and_SAL_Eligibility_Testing_of_41TV2162_Travis_Co_TX_TAC_4082_2008.txt"
41TV2162,Archaic,,,-6850,0650,0750,http://n2t.net/ark:/99152/p07fthdxxsh,0.785,"HIX_AS_175_NRHP_and_SAL_Eligibility_Testing_of_41TV2162_Travis_Co_TX_TAC_4082_2008.txt"
41TV541,Prehistoric,,,-12550,1690,,,0.025,"HIX_AS_175_NRHP_and_SAL_Eligibility_Testing_of_41TV2162_Travis_Co_TX_TAC_4082_2008.txt"
41TV88,Prehistoric,,,-12550,1690,,,0.006,"HIX_AS_175_NRHP_and_SAL_Eligibility_Testing_of_41TV2162_Travis_Co_TX_TAC_4082_2008.txt"
41TV2162,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.785,"HIX_AS_175_NRHP_and_SAL_Eligibility_Testing_of_41TV2162_Travis_Co_TX_TAC_4082_2008.txt"
41TV2162,Late Prehistoric,,,0750,1150,1690,http://n2t.net/ark:/99152/p0m448vvmv7,0.785,"HIX_AS_175_NRHP_and_SAL_Eligibility_Testing_of_41TV2162_Travis_Co_TX_TAC_4082_2008.txt"
41HY202,Early Archaic,,,-6850,-4050,,http://n2t.net/ark:/99152/p0m448vxj6h,0.019,"HIX_AS_175_NRHP_and_SAL_Eligibility_Testing_of_41TV2162_Travis_Co_TX_TAC_4082_2008.txt"
41TV2162,Historic Period,,,1690,1950,,http://n2t.net/ark:/99152/p07fthdvbjk,0.785,"HIX_AS_175_NRHP_and_SAL_Eligibility_Testing_of_41TV2162_Travis_Co_TX_TAC_4082_2008.txt"
41TV410,Prehistoric,,,-12550,1690,,,0.032,"HIX_AS_175_NRHP_and_SAL_Eligibility_Testing_of_41TV2162_Travis_Co_TX_TAC_4082_2008.txt"
41TV285,Prehistoric,,,-12550,1690,,,0.013,"HIX_AS_175_NRHP_and_SAL_Eligibility_Testing_of_41TV2162_Travis_Co_TX_TAC_4082_2008.txt"
41HY202,Prehistoric,,,-12550,1690,,,0.019,"HIX_AS_175_NRHP_and_SAL_Eligibility_Testing_of_41TV2162_Travis_Co_TX_TAC_4082_2008.txt"
41TV2162,Prehistoric,,,-12550,1690,,,0.785,"HIX_AS_175_NRHP_and_SAL_Eligibility_Testing_of_41TV2162_Travis_Co_TX_TAC_4082_2008.txt"
41ME29,Prehistoric,,,-12550,1690,,,0.021,"HIX_AS_179_AEP-LCRA_Del_Rio_TL_Arch_Mitigation_Excavats_at_Site_41UV68_Uvalde_Co_TX_TAC_3833_2007.txt"
41UV68,Prehistoric,,,-12550,1690,,,0.674,"HIX_AS_179_AEP-LCRA_Del_Rio_TL_Arch_Mitigation_Excavats_at_Site_41UV68_Uvalde_Co_TX_TAC_3833_2007.txt"
41UV68,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.674,"HIX_AS_179_AEP-LCRA_Del_Rio_TL_Arch_Mitigation_Excavats_at_Site_41UV68_Uvalde_Co_TX_TAC_3833_2007.txt"
41UV86,Prehistoric,,,-12550,1690,,,0.128,"HIX_AS_179_AEP-LCRA_Del_Rio_TL_Arch_Mitigation_Excavats_at_Site_41UV68_Uvalde_Co_TX_TAC_3833_2007.txt"
41UV21,Late Prehistoric,,,0750,1150,1690,http://n2t.net/ark:/99152/p0m448vvmv7,0.043,"HIX_AS_179_AEP-LCRA_Del_Rio_TL_Arch_Mitigation_Excavats_at_Site_41UV68_Uvalde_Co_TX_TAC_3833_2007.txt"
41UV86,Late Prehistoric,,,0750,1150,1690,http://n2t.net/ark:/99152/p0m448vvmv7,0.128,"HIX_AS_179_AEP-LCRA_Del_Rio_TL_Arch_Mitigation_Excavats_at_Site_41UV68_Uvalde_Co_TX_TAC_3833_2007.txt"
41HY209,Toyah,,1250,1450,1600,1750,http://n2t.net/ark:/99152/p0qkjhbzth5,0.007,"HIX_AS_179_AEP-LCRA_Del_Rio_TL_Arch_Mitigation_Excavats_at_Site_41UV68_Uvalde_Co_TX_TAC_3833_2007.txt"
41UV68,Late Prehistoric,,,0750,1150,1690,http://n2t.net/ark:/99152/p0m448vvmv7,0.674,"HIX_AS_179_AEP-LCRA_Del_Rio_TL_Arch_Mitigation_Excavats_at_Site_41UV68_Uvalde_Co_TX_TAC_3833_2007.txt"
41UV68,Toyah,,1250,1450,1600,1750,http://n2t.net/ark:/99152/p0qkjhbzth5,0.674,"HIX_AS_179_AEP-LCRA_Del_Rio_TL_Arch_Mitigation_Excavats_at_Site_41UV68_Uvalde_Co_TX_TAC_3833_2007.txt"
41UV88,Late Archaic,,,-2050,0650,0750,http://n2t.net/ark:/99152/p0m448vtqnz,0.057,"HIX_AS_179_AEP-LCRA_Del_Rio_TL_Arch_Mitigation_Excavats_at_Site_41UV68_Uvalde_Co_TX_TAC_3833_2007.txt"
41TV528,Prehistoric,,,-12550,1690,,,0.007,"HIX_AS_179_AEP-LCRA_Del_Rio_TL_Arch_Mitigation_Excavats_at_Site_41UV68_Uvalde_Co_TX_TAC_3833_2007.txt"
41UV68,Archaic,,,-6850,0650,0750,http://n2t.net/ark:/99152/p07fthdxxsh,0.674,"HIX_AS_179_AEP-LCRA_Del_Rio_TL_Arch_Mitigation_Excavats_at_Site_41UV68_Uvalde_Co_TX_TAC_3833_2007.txt"
41UV88,Late Prehistoric,,,0750,1150,1690,http://n2t.net/ark:/99152/p0m448vvmv7,0.057,"HIX_AS_179_AEP-LCRA_Del_Rio_TL_Arch_Mitigation_Excavats_at_Site_41UV68_Uvalde_Co_TX_TAC_3833_2007.txt"
41TV441,Toyah,,1250,1450,1600,1750,http://n2t.net/ark:/99152/p0qkjhbzth5,0.007,"HIX_AS_179_AEP-LCRA_Del_Rio_TL_Arch_Mitigation_Excavats_at_Site_41UV68_Uvalde_Co_TX_TAC_3833_2007.txt"
41TV1770,Prehistoric,,,-12550,1690,,,0.077,"HIX_AS_180_COA_Water_Treatment_Plant_No_4_Cortana_Site_Travis_Co_TX_TAC_4437_2007.txt"
41TV2257,Prehistoric,,,-12550,1690,,,0.385,"HIX_AS_180_COA_Water_Treatment_Plant_No_4_Cortana_Site_Travis_Co_TX_TAC_4437_2007.txt"
41TV1770,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.077,"HIX_AS_180_COA_Water_Treatment_Plant_No_4_Cortana_Site_Travis_Co_TX_TAC_4437_2007.txt"
41TV1897,Prehistoric,,,-12550,1690,,,0.077,"HIX_AS_180_COA_Water_Treatment_Plant_No_4_Cortana_Site_Travis_Co_TX_TAC_4437_2007.txt"
41TV2110,Prehistoric,,,-12550,1690,,,0.077,"HIX_AS_180_COA_Water_Treatment_Plant_No_4_Cortana_Site_Travis_Co_TX_TAC_4437_2007.txt"
41TV1898,Prehistoric,,,-12550,1690,,,0.077,"HIX_AS_180_COA_Water_Treatment_Plant_No_4_Cortana_Site_Travis_Co_TX_TAC_4437_2007.txt"
41TV1896,Prehistoric,,,-12550,1690,,,0.077,"HIX_AS_180_COA_Water_Treatment_Plant_No_4_Cortana_Site_Travis_Co_TX_TAC_4437_2007.txt"
41TV171,Prehistoric,,,-12550,1690,,,0.077,"HIX_AS_180_COA_Water_Treatment_Plant_No_4_Cortana_Site_Travis_Co_TX_TAC_4437_2007.txt"
41WM235,Paleoindian,,-12550,-11050,-7850,-7050,http://n2t.net/ark:/99152/p0m448vx5q4,0.025,"HIX_AS_183_Pedestrian_Bridge_San_Marcos_Hays_Co_TX_TAC_4443_2007.txt"
41HY141,Prehistoric,Ensor Point,2199,,,1400,,0.062,"HIX_AS_183_Pedestrian_Bridge_San_Marcos_Hays_Co_TX_TAC_4443_2007.txt"
41HY134,Prehistoric,Ensor Point,2199,,,1400,,0.062,"HIX_AS_183_Pedestrian_Bridge_San_Marcos_Hays_Co_TX_TAC_4443_2007.txt"
41WM235,Paleoindian period,,,-9550,-6850,,http://n2t.net/ark:/99152/p07fthdqd8t,0.025,"HIX_AS_183_Pedestrian_Bridge_San_Marcos_Hays_Co_TX_TAC_4443_2007.txt"
41HY319,Prehistoric,,,-12550,1690,,,0.136,"HIX_AS_183_Pedestrian_Bridge_San_Marcos_Hays_Co_TX_TAC_4443_2007.txt"
41HY161,Archaic,,,-6850,0650,0750,http://n2t.net/ark:/99152/p07fthdxxsh,0.037,"HIX_AS_183_Pedestrian_Bridge_San_Marcos_Hays_Co_TX_TAC_4443_2007.txt"
41HY432,Prehistoric,,,-12550,1690,,,0.432,"HIX_AS_183_Pedestrian_Bridge_San_Marcos_Hays_Co_TX_TAC_4443_2007.txt"
41WM235,Archaic,,,-6850,0650,0750,http://n2t.net/ark:/99152/p07fthdxxsh,0.025,"HIX_AS_183_Pedestrian_Bridge_San_Marcos_Hays_Co_TX_TAC_4443_2007.txt"
41HY133,Prehistoric,,,-12550,1690,,,0.062,"HIX_AS_183_Pedestrian_Bridge_San_Marcos_Hays_Co_TX_TAC_4443_2007.txt"
41WM235,Early Archaic Period,,,-6499,-3599,,http://n2t.net/ark:/99152/p0qkjhb4hmc,0.025,"HIX_AS_183_Pedestrian_Bridge_San_Marcos_Hays_Co_TX_TAC_4443_2007.txt"
41HY135,Prehistoric,Ensor Point,2199,,,1400,,0.049,"HIX_AS_183_Pedestrian_Bridge_San_Marcos_Hays_Co_TX_TAC_4443_2007.txt"
41HY134,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.062,"HIX_AS_183_Pedestrian_Bridge_San_Marcos_Hays_Co_TX_TAC_4443_2007.txt"
41HY261,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.062,"HIX_AS_183_Pedestrian_Bridge_San_Marcos_Hays_Co_TX_TAC_4443_2007.txt"
41CM319,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.882,"HIX_AS_199_Bus 46-C_from_Hampe_to_Kessler_Streets_New_Braunfels_Comal_Co_TX_TAC_4742_2008.txt"
41CM319,Historic Period,,,1690,1950,,http://n2t.net/ark:/99152/p07fthdvbjk,0.882,"HIX_AS_199_Bus 46-C_from_Hampe_to_Kessler_Streets_New_Braunfels_Comal_Co_TX_TAC_4742_2008.txt"
41TV2290,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.84,"HIX_AS_200_Creedmoor_Park_Travis_Co_TX_TAC_4754_2008.txt"
41TV2263,Prehistoric,,,-12550,1690,,,0.017,"HIX_AS_202_COA_Water_Treatment_Plant_#4_at_Bullick_Hollow_Travis_Co_TX_TAC_4759_2008.txt"
41TV2296,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.328,"HIX_AS_202_COA_Water_Treatment_Plant_#4_at_Bullick_Hollow_Travis_Co_TX_TAC_4759_2008.txt"
41TV2297,Prehistoric,,,-12550,1690,,,0.241,"HIX_AS_202_COA_Water_Treatment_Plant_#4_at_Bullick_Hollow_Travis_Co_TX_TAC_4759_2008.txt"
41TV2297,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.241,"HIX_AS_202_COA_Water_Treatment_Plant_#4_at_Bullick_Hollow_Travis_Co_TX_TAC_4759_2008.txt"
41TV2257,Prehistoric,,,-12550,1690,,,0.069,"HIX_AS_202_COA_Water_Treatment_Plant_#4_at_Bullick_Hollow_Travis_Co_TX_TAC_4759_2008.txt"
41UV467,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.047,"HIX_AS_205_Garner_State_Park_830_of_1414-acres_Uvalde_Co_TX_TAC_4889_2008.txt"
41UV349,Prehistoric,,,-12550,1690,,,0.054,"HIX_AS_205_Garner_State_Park_830_of_1414-acres_Uvalde_Co_TX_TAC_4889_2008.txt"
41UV68,Late Prehistoric,,,0750,1150,1690,http://n2t.net/ark:/99152/p0m448vvmv7,0.012,"HIX_AS_205_Garner_State_Park_830_of_1414-acres_Uvalde_Co_TX_TAC_4889_2008.txt"
41UV2,Paleoindian,,-12550,-11050,-7850,-7050,http://n2t.net/ark:/99152/p0m448vx5q4,0.007,"HIX_AS_205_Garner_State_Park_830_of_1414-acres_Uvalde_Co_TX_TAC_4889_2008.txt"
41UV470,Prehistoric,,,-12550,1690,,,0.047,"HIX_AS_205_Garner_State_Park_830_of_1414-acres_Uvalde_Co_TX_TAC_4889_2008.txt"
41UV473,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.035,"HIX_AS_205_Garner_State_Park_830_of_1414-acres_Uvalde_Co_TX_TAC_4889_2008.txt"
41UV17,Archaic,,,-6850,0650,0750,http://n2t.net/ark:/99152/p07fthdxxsh,0.009,"HIX_AS_205_Garner_State_Park_830_of_1414-acres_Uvalde_Co_TX_TAC_4889_2008.txt"
41UV474,Prehistoric,,,-12550,1690,,,0.05,"HIX_AS_205_Garner_State_Park_830_of_1414-acres_Uvalde_Co_TX_TAC_4889_2008.txt"
41UV472,Archaic,,,-6850,0650,0750,http://n2t.net/ark:/99152/p07fthdxxsh,0.04,"HIX_AS_205_Garner_State_Park_830_of_1414-acres_Uvalde_Co_TX_TAC_4889_2008.txt"
41UV442,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.007,"HIX_AS_205_Garner_State_Park_830_of_1414-acres_Uvalde_Co_TX_TAC_4889_2008.txt"
41UV449,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.031,"HIX_AS_205_Garner_State_Park_830_of_1414-acres_Uvalde_Co_TX_TAC_4889_2008.txt"
41UV73,Prehistoric,,,-12550,1690,,,0.064,"HIX_AS_205_Garner_State_Park_830_of_1414-acres_Uvalde_Co_TX_TAC_4889_2008.txt"
41UV123,Prehistoric,,,-12550,1690,,,0.012,"HIX_AS_205_Garner_State_Park_830_of_1414-acres_Uvalde_Co_TX_TAC_4889_2008.txt"
41UV466,Prehistoric,,,-12550,1690,,,0.069,"HIX_AS_205_Garner_State_Park_830_of_1414-acres_Uvalde_Co_TX_TAC_4889_2008.txt"
41UV466,,Edwards Point,1100,,,800,,0.069,"HIX_AS_205_Garner_State_Park_830_of_1414-acres_Uvalde_Co_TX_TAC_4889_2008.txt"
41UV68,Archaic,,,-6850,0650,0750,http://n2t.net/ark:/99152/p07fthdxxsh,0.012,"HIX_AS_205_Garner_State_Park_830_of_1414-acres_Uvalde_Co_TX_TAC_4889_2008.txt"
41UV17,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.009,"HIX_AS_205_Garner_State_Park_830_of_1414-acres_Uvalde_Co_TX_TAC_4889_2008.txt"
41UV197,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.087,"HIX_AS_205_Garner_State_Park_830_of_1414-acres_Uvalde_Co_TX_TAC_4889_2008.txt"
41UV73,Early Archaic,,,-6850,-4050,,http://n2t.net/ark:/99152/p0m448vxj6h,0.064,"HIX_AS_205_Garner_State_Park_830_of_1414-acres_Uvalde_Co_TX_TAC_4889_2008.txt"
41UV473,Prehistoric,,,-12550,1690,,,0.035,"HIX_AS_205_Garner_State_Park_830_of_1414-acres_Uvalde_Co_TX_TAC_4889_2008.txt"
41UV474,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.05,"HIX_AS_205_Garner_State_Park_830_of_1414-acres_Uvalde_Co_TX_TAC_4889_2008.txt"
41UV471,Historic,,,1700,1950,,http://n2t.net/ark:/99152/p0m448v373x,0.05,"HIX_AS_205_Garner_State_Park_830_of_1414-acres_Uvalde_Co_TX_TAC_4889_2008.txt"
41UV466,Late Prehistoric,Angostura Point,9999,,,7999,,0.069,"HIX_AS_205_Garner_State_Park_830_of_1414-acres_Uvalde_Co_TX_TAC_4889_2008.txt"
41UV42,Prehistoric,,,-12550,1690,,,0.005,"HIX_AS_205_Garner_State_Park_830_of_1414-acres_Uvalde_Co_TX_TAC_4889_2008.txt"
41UV17,Prehistoric,,,-12550,1690,,,0.009,"HIX_AS_205_Garner_State_Park_830_of_1414-acres_Uvalde_Co_TX_TAC_4889_2008.txt"
41UV72,Prehistoric,,,-12550,1690,,,0.007,"HIX_AS_205_Garner_State_Park_830_of_1414-acres_Uvalde_Co_TX_TAC_4889_2008.txt"
41UV2,Paleoindian period,,,-9550,-6850,,http://n2t.net/ark:/99152/p07fthdqd8t,0.007,"HIX_AS_205_Garner_State_Park_830_of_1414-acres_Uvalde_Co_TX_TAC_4889_2008.txt"
